VISITOR LEVEL:;;30%
ad_id;dealer_id;DSP lightbox views
146010899;492296;48
146206502;490837;2
146303773;468092;3
146328737;453198;5
146334011;517570;2
146413229;455247;12
146472574;490837;7
146600242;471175;26
146607982;455273;2
146806928;460586;3
146840252;472413;8
146840769;492296;12
147111085;458731;5
147202912;455235;66
147234755;478594;3
147278132;490837;30
147291611;454860;3
147413689;461817;2
147480270;460586;25
147497500;460930;2
147601403;453704;5
147628908;452561;3
147649488;451865;2
147669571;465448;17
147685099;455247;102
147698029;504428;15
147828735;458731;2
147911010;455821;3
147915537;451570;2
147918352;458731;3
147938661;462184;50
148046384;477061;2
148075234;4252454;2
148077857;4252454;10
148108505;460930;20
148108937;4252454;2
148158025;452561;2
148168686;5389116;40
148227716;4252454;3
148255043;455821;3
148274466;4252454;2
148276121;4252454;2
148287425;455648;2
148287508;457612;3
148380529;817316;8
148427146;490837;17
148429147;459955;3
148496902;464318;8
148555302;1377482;86
148618364;458731;13
148646792;464318;10
148658358;471953;3
148682321;483210;2
148717134;491467;2
148767102;454479;3
148916509;453704;2
148934570;457612;13
149129376;470092;54
149185922;471026;3
149247901;470718;2
149315207;1309631;2
149359350;459955;2
149361973;490837;3
149406873;3120906;7
149409313;454479;8
149414131;453198;2
149415811;454479;2
149432396;460930;3
149460301;478594;2
149562923;453704;2
149729873;4252454;2
149809580;468092;7
149827129;460586;2
149855658;6226476;3
149861734;817316;17
149871776;471953;5
149942534;470618;74
149967301;450988;3
150031444;460930;2
150070765;470100;2
150104204;458980;3
150281674;462643;2
150338267;470092;8
150357481;456181;7
150365028;491467;2
150395397;454479;53
150417695;455821;5
150436611;460586;97
150459483;458049;2
150511995;456386;3
150550627;465449;5
150571412;2929902;170
150599714;460930;10
150691226;460586;104
150694118;484785;3
150817015;470718;50
150820502;468231;2
150832645;460930;3
150908904;457042;2
150980833;3080052;2
150985509;470963;2
150989898;462184;7
151005511;817316;10
151037336;470554;10
151054733;465757;5
151079413;455872;18
151104828;455247;3
151115260;2929902;12
151124698;460930;12
151130135;817316;45
151146033;452236;41
151175461;498117;2
151219381;464318;211
151220080;454479;2
151252638;5890221;83
151263595;455821;2
151319957;464469;30
151322249;491020;2
151323288;491020;2
151406690;455821;2
151417262;468064;2
151417326;460930;33
151483607;5763516;5
151522082;477703;111
151526294;468231;348
151571303;491020;2
151586372;508546;2
151629492;462184;2
151638502;491467;2
151638654;6217862;2
151653871;452236;7
151685211;454809;5
151697020;491467;8
151723721;452906;2
151796090;1660020;2
151796120;1660020;13
151796142;1660020;2
151796730;465980;10
151867479;470349;5
151871545;459615;7
151873125;470963;13
151920271;454479;30
151963306;469082;45
151984277;455247;3
151985833;468231;2
152138586;455822;2
152157145;477061;2
152227710;508546;2
152273621;462260;2
152373129;452236;20
152373131;452236;3
152432851;452561;7
152460834;459955;2
152657359;471026;5
152659521;5957645;2
152666314;477061;3
152667155;477061;3
152680592;451142;3
152716973;459908;2
152718520;498998;5
152732478;454744;13
152739892;6630893;8
152763461;6630893;3
152765531;477703;17
152910632;491467;2
152989137;512078;13
152989149;512078;15
152993669;490251;3
153099358;457501;2
153129786;453198;7
153133295;455821;5
153133358;455821;3
153142836;455273;5
153144465;493640;12
153161685;464318;7
153161766;464318;2
153165773;6226476;3
153187353;817316;3
153225569;477061;2
153275919;463795;5
153285140;457603;8
153286647;6630893;21
153328188;455273;2
153385071;459040;5
153390546;452236;452
153474253;492296;18
153474261;492296;18
153503325;462260;5
153519195;458406;23
153558559;5389116;2
153579698;454851;2
153585640;461197;3
153585688;461197;7
153605390;491467;12
153622416;462260;17
153628123;471175;15
153655603;470100;23
153701684;817316;5
153707508;460930;13
153714330;468231;3
153714394;455247;7
153749090;462184;3
153797647;460057;3
153809299;462400;38
153843541;460057;3
153970159;455822;12
153999223;456898;50
154012875;4252454;2
154028275;456386;8
154046843;5911972;2
154068111;456365;13
154111284;456086;7
154111340;456086;2
154158003;1950397;8
154167664;451558;2
154186061;6307898;38
154192461;485169;2
154205484;4252454;2
154236414;492296;2
154283645;470963;20
154288962;471369;48
154293766;491467;13
154299576;490837;2
154305735;4252454;61
154330701;1660020;2
154336261;491467;2
154394404;491020;3
154411042;458660;18
154451370;492296;8
154522394;471201;2
154537292;454091;5
154540338;463212;13
154546141;465449;5
154546962;465449;2
154549668;465449;5
154550896;455822;3
154552242;471369;5
154555396;460930;12
154557932;451219;2
154568438;4252454;13
154573233;485169;2
154573266;485169;2
154578758;461952;3
154578768;461952;2
154582795;508546;3
154582799;508546;3
154617644;460586;7
154619616;489093;2
154626189;508546;5
154626191;508546;2
154631124;464318;3
154633890;473842;3
154683127;491467;5
154692870;455821;3
154738952;489112;2
154745639;460930;2
154751487;477703;2
154769195;465449;10
154771185;479534;2
154846419;4252454;7
154847450;817316;2
154855212;481494;3
154855231;481494;10
154857353;471026;5
154881578;451773;5
154881605;451773;3
154881766;451773;50
154881887;451773;5
154881899;451773;12
154906998;4252454;15
155007088;473855;13
155025979;452236;25
155083785;817316;26
155128063;457603;2
155130455;4252454;2
155187941;4252454;8
155191273;458731;8
155194223;469256;7
155195025;469256;3
155195888;469256;7
155196518;469256;10
155196692;469256;13
155209996;454860;2
155220978;6531817;21
155309509;460930;8
155323004;490837;3
155323174;490837;7
155358152;455648;13
155358154;455648;2
155361295;458980;17
155392056;473746;2
155399315;497974;2
155411101;473855;7
155431809;461225;10
155432691;458731;2
155434825;456874;2
155444032;456898;5
155476815;2929902;28
155513062;492296;23
155513063;492296;7
155523953;461087;26
155537375;484785;2
155548982;456386;2
155556395;470092;43
155602736;457612;10
155650340;456386;8
155675985;464208;41
155676001;464208;46
155676274;2929902;2
155688186;471953;2
155713438;455247;40
155713727;455247;8
155724554;453604;2
155733659;462643;3
155756299;1377482;2
155777617;455821;2
155777680;455821;12
155811078;6985597;7
155831635;464318;5
155839532;493640;3
155844504;493640;2
155876803;491020;3
155879457;456181;5
155918372;460930;20
155921368;491467;25
155950709;493640;13
155953380;470158;20
155956312;451142;8
155958131;5763516;2
155985670;452236;17
156004233;471480;2
156025843;493640;8
156043071;456299;2
156095074;457042;2
156102010;517570;2
156107292;455821;7
156107295;455821;2
156124407;455821;5
156134121;497974;2
156138372;458980;28
156144968;462184;7
156162506;6307898;2
156167139;451295;10
156167531;451570;3
156169868;464318;26
156172391;474212;2
156184596;5886601;5
156198577;461087;3
156216586;456299;3
156233059;492296;2
156271146;461952;173
156291220;471175;8
156291614;460057;10
156297971;2204105;7
156323401;463951;20
156330301;457612;2
156350752;459010;2
156352972;470554;10
156355335;461225;7
156358996;456530;2
156386651;490837;2
156457376;491020;2
156510893;459385;2
156550223;460057;3
156581287;493640;3
156590065;458920;2
156590084;470963;2
156613349;5890221;3
156663968;5890221;2
156672703;454744;2
156694933;502302;8
156717251;451570;45
156723984;459524;10
156734855;490837;2
156742598;451957;2
156746335;453577;7
156750069;465980;51
156759685;2651816;7
156762410;464208;3
156789513;492296;5
156792085;471026;3
156800980;458049;12
156819758;451570;7
156838788;5682161;5
156847695;1167773;2
156904345;454479;7
156904832;454479;50
156915875;470963;7
156915876;470963;5
156939302;514693;3
156940042;471026;2
156943032;465449;12
156947193;461225;2
156950051;477703;3
156969657;455821;2
156974753;6307898;2
156975291;453198;2
156984482;454479;2
156990379;7029142;3
156990384;7029142;2
156990386;7029142;2
156990425;7029142;5
156990427;7029142;2
156993372;454479;2
157009742;5389116;21
157014268;458880;3
157016115;470718;2
157017005;452802;2
157021014;456946;2
157028844;2651816;2
157041709;468107;15
157051989;461225;2
157078098;458880;7
157089875;455247;3
157098866;456086;10
157106875;470718;5
157122027;460930;2
157144049;490837;2
157144209;490837;5
157144253;490837;15
157152571;478258;15
157164133;458880;3
157164246;454479;5
157170399;455247;5
157194525;473742;5
157217365;5039293;5
157261865;463951;2
157281501;491020;2
157298438;476123;15
157304941;455822;2
157324304;1167080;2
157326416;461225;3
157342396;6531817;7
157346337;817316;2
157409439;464208;7
157409459;464208;2
157418431;455755;3
157418432;455755;3
157439525;456218;15
157439549;456218;15
157439553;456218;33
157439564;456218;2
157439649;456218;8
157439684;456218;5
157439694;456218;23
157439741;456218;2
157439745;456218;2
157442989;461952;2
157453341;456386;3
157477425;491020;3
157482595;460057;8
157499512;465449;2
157503346;484785;21
157512203;470866;7
157520989;453456;8
157545356;2823438;15
157560488;455247;2
157603348;456820;25
157620170;452236;2
157620176;452236;21
157650009;490837;2
157679672;452805;3
157679759;452799;8
157695244;464318;2
157707452;451142;2
157770444;461298;5
157774443;451667;7
157795494;455247;5
157800692;464909;3
157854781;451570;2
157856593;471480;7
157893786;453198;3
157898884;452549;3
157957971;473746;2
157963574;451260;3
157970032;452047;150
157985260;460057;10
157994417;3237123;13
158041793;6217862;17
158098091;464572;2
158098642;464572;17
158099658;7198590;2
158107491;455247;3
158107522;470420;7
158107531;471369;2
158146762;453456;2
158149748;5389116;3
158182693;492296;2
158191805;484785;2
158204292;468598;20
158204298;468598;2
158204331;468598;2
158204366;468598;8
158204367;468598;13
158204467;468598;7
158205711;6307898;2
158207379;452801;2
158207476;458380;10
158257782;454360;2
158269843;492296;2
158273743;451558;2
158277675;456468;8
158285202;461511;2
158286716;490837;2
158288292;461511;15
158291845;458731;5
158299342;454479;130
158301741;461511;2
158302366;453198;13
158316154;466098;3
158316160;466098;5
158327397;457612;5
158350116;455522;2
158379689;455821;7
158427195;5289183;112
158434203;5389116;8
158440601;464318;3
158461484;481494;2
158477115;465447;3
158489132;456530;2
158504901;455247;2
158505158;455247;3
158535155;452906;5
158535182;452906;3
158535191;452906;3
158541590;456386;2
158622400;462333;2
158640950;457771;5
158650364;464318;2
158650829;464318;5
158656241;5615979;2
158661097;452236;3
158661110;452236;5
158661842;456299;2
158701597;462333;12
158712201;471201;7
158736285;457501;2
158750953;457501;3
158750956;457501;10
158763210;5103681;2
158769263;452009;3
158774967;470618;5
158788507;458090;3
158841555;462333;5
158883165;499295;5
158892133;2093701;2
158896532;452561;2
158898096;462333;2
158898614;462333;2
158899235;491325;8
158901728;462333;3
158903964;462333;7
158918999;452802;5
158919019;492296;2
158923721;453481;26
158936731;454479;2
158939140;465449;2
158958473;457369;2
158959992;817316;2
158971804;7326032;5
158973682;461197;7
158992348;452416;13
159011448;460930;2
159012321;7326032;3
159012803;1167080;7
159012832;7326032;2
159013253;456073;5
159023030;462184;13
159073332;462184;7
159075859;453502;23
159086007;7356644;5
159086008;7356644;7
159086012;7356644;25
159086019;7356644;7
159097954;459063;8
159107285;468598;3
159119032;451702;12
159129228;460930;2
159167218;463795;2
159182945;456386;2
159228838;456218;3
159231033;491467;2
159255634;465213;2
159260234;456386;2
159260236;456386;3
159260239;456386;13
159289379;515732;3
159289766;456218;2
159300430;515427;2
159310298;817316;5
159310494;463795;3
159313821;460930;8
159320871;1377482;2
159331641;454479;2
159332894;458920;2
159333122;455368;17
159333374;458920;2
159354457;458114;2
159355978;6307898;2
159358324;455862;2
159368936;464572;12
159380922;459097;2
159397145;462333;2
159397835;462333;2
159404043;5152179;3
159430347;458731;21
159443316;461511;2
159445558;457501;2
159475015;458114;2
159478854;492296;2
159481982;814944;2
159491843;455523;21
159492123;456218;2
159506954;491467;13
159550801;2651816;17
159552050;514693;2
159554021;2473648;31
159571976;472413;2
159575618;491467;13
159578830;6217862;13
159602403;464318;2
159637820;455638;7
159637826;455638;2
159637848;455638;8
159646864;5289183;2
159656129;492303;2
159656130;492303;2
159687776;458880;12
159690271;462124;3
159695115;473742;2
159696031;6531817;8
159697282;7362277;3
159712667;453198;5
159716764;492303;2
159729339;465757;2
159738551;7451982;2
159751372;470100;7
159756065;467800;2
159762589;468598;15
159772056;453559;5
159788317;516480;3
159789105;473855;2
159789760;458880;2
159799165;464318;3
159804695;491020;3
159820731;468598;2
159822944;452870;3
159853805;457612;10
159874321;470866;2
159875074;455522;2
159887711;458090;3
159920989;453945;2
159934067;454851;13
159938412;465449;2
159951833;5152179;2
159953435;473746;3
159958322;452236;2
159975712;458090;5
159977120;6383906;2
159978217;453502;2
159978355;6383906;2
160001683;454360;5
160003186;463790;7
160006932;452675;3
160023347;452236;3
160027355;451957;2
160035114;452801;3
160035624;451200;2
160043551;472413;3
160046072;472413;2
160086181;461197;3
160087459;451618;2
160094518;465757;3
160102579;465980;8
160113429;7499194;15
160124001;468598;17
160141895;451219;12
160146587;1768706;3
160160734;470866;2
160204498;457369;5
160225533;453647;8
160241485;492296;3
160271660;458090;3
160293270;817316;53
160315173;451702;3
160319651;455273;3
160324607;452675;2
160371379;458114;2
160380699;451773;2
160380974;465449;2
160383258;465449;2
160385119;491467;25
160400553;7497295;15
160404255;458731;17
160410313;490837;2
160419743;468598;2
160419745;468598;2
160419746;468598;43
160419751;468598;7
160419757;468598;2
160419762;468598;3
160423535;458049;5
160427693;450918;8
160429774;451570;2
160430299;463242;5
160437547;451773;2
160445658;454479;2
160447900;456386;2
160471214;490837;5
160472759;461197;13
160472760;461197;12
160486389;468598;10
160489832;481458;3
160493351;462946;8
160496021;464318;3
160501631;468231;7
160504542;451957;7
160531143;472580;5
160572823;462989;10
160572867;462989;3
160573720;499295;5
160634722;457878;3
160665304;456530;2
160697282;456530;2
160706937;466098;36
160732284;450988;12
160737202;492296;2
160744541;452675;7
160752342;7285138;21
160789579;463951;2
160791229;463951;2
160824586;473742;15
160829177;458880;3
160837710;7029142;2
160842441;455273;2
160851821;471026;3
160856336;462184;5
160873688;473855;2
160886924;462946;21
160915076;451652;23
160921856;458674;7
160922016;460134;2
160925931;456530;5
160927467;456218;2
160930545;456898;5
160930961;457042;20
160932001;451702;2
160939218;458143;5
160944762;468598;7
160944863;457211;2
160944870;457211;8
160947867;489112;2
160956277;455247;2
160956792;455247;3
160963908;451570;5
160972337;710852;5
161020100;2823438;23
161025794;490837;5
161027622;457211;7
161030533;470420;3
161031714;475879;2
161045504;451936;7
161045506;451936;5
161050994;451702;2
161051064;451702;2
161051866;460173;3
161051900;460173;50
161052018;476652;5
161062375;451773;5
161066209;470718;2
161073170;456219;3
161074096;453604;28
161076608;497884;3
161076610;497884;2
161076625;497884;5
161110500;6585968;8
161112261;462184;2
161121283;499295;2
161124407;463384;2
161132264;452236;3
161173525;452416;2
161175416;458674;2
161186709;456530;2
161189843;515732;2
161190384;464572;3
161202358;6307898;3
161207282;471369;3
161225380;6168242;2
161234069;458731;2
161244446;468598;3
161244454;468598;5
161256425;481494;7
161274421;470649;2
161275480;452675;7
161290475;464318;2
161293832;499295;3
161296170;458731;5
161299574;451773;2
161299583;451773;2
161299588;451773;3
161306192;490837;36
161309266;456820;26
161311374;7646093;17
161311617;476123;15
161323695;460930;3
161338930;458114;5
161339359;451936;13
161341629;465447;10
161346330;464318;2
161356528;6217862;3
161407139;5389116;3
161479378;471086;7
161484063;5389116;3
161490732;5389116;2
161494131;468092;2
161500348;7082509;2
161512536;455821;3
161512539;455821;2
161518556;453647;2
161518745;453393;3
161519243;1620215;2
161521038;470712;2
161538417;7499194;5
161540796;473746;2
161548679;6531817;5
161555630;817316;64
161556566;456218;10
161559641;457042;2
161567708;456876;8
161570078;473742;5
161581776;458920;10
161586694;463951;7
161588071;464623;10
161588101;464623;2
161588105;464623;3
161588117;464623;2
161588122;464623;2
161599987;473751;2
161604435;4252454;13
161632091;461799;2
161632095;461799;5
161638802;460930;17
161647786;492296;2
161665330;463212;2
161688310;451936;3
161705193;7285138;5
161714586;456986;2
161714672;458880;2
161717103;492303;5
161717125;492303;2
161727989;2823438;12
161728073;461197;2
161731933;2816736;2
161732276;452236;153
161744287;512078;21
161745175;6307898;2
161747158;476652;2
161747195;457771;41
161765339;458491;64
161774942;460134;2
161775340;454360;5
161794846;452732;2
161795959;451773;7
161796203;457042;13
161800844;468598;3
161807823;456365;5
161809212;465980;2
161810577;458731;3
161813861;454851;3
161818914;471467;10
161833052;471201;2
161844166;463951;2
161844938;490837;10
161854179;461197;25
161854180;461197;3
161859192;457042;17
161870170;473742;74
161876918;462119;13
161886536;454360;2
161891776;460930;2
161897938;454479;8
161903821;455822;2
161910323;817316;7
161911211;817316;2
161914655;473751;2
161923545;463657;2
161934749;456218;3
161934752;456218;2
161935150;451773;7
161940872;458880;3
161942438;460930;2
161946663;460930;3
161949815;472219;3
161951786;472580;2
161953217;455235;182
161970926;476877;2
161976233;496074;2
161976236;496074;20
161984272;463657;33
161996512;468231;3
162001398;471910;2
162001402;471910;2
162003406;455235;2
162005111;455235;5
162010676;458053;10
162042564;458491;2
162055002;464572;2
162089173;496074;2
162089622;468598;2
162095720;451957;3
162096319;455512;2
162098138;512078;2
162102332;458491;5
162113907;1379565;7
162122587;451219;20
162127527;459615;8
162149526;455821;7
162152776;453522;5
162156220;6307898;2
162162061;467604;5
162170376;458880;3
162187391;460930;13
162198098;454479;2
162201724;461197;18
162213062;468598;3
162266495;493640;78
162270975;492296;2
162275027;461977;2
162291369;455821;2
162291380;455821;2
162296544;1167773;3
162317018;452799;5
162317333;468598;3
162330418;470618;2
162351585;492296;2
162356315;2823438;15
162362676;483953;10
162377834;458731;3
162378656;476123;2
162384179;461888;3
162384557;4252454;5
162385326;470963;5
162385427;460930;2
162387023;456195;2
162389840;6217862;7
162394054;451773;5
162396563;457042;3
162411276;456218;5
162415359;479304;3
162417076;499295;45
162418195;462106;5
162418229;462106;3
162418313;462106;28
162423154;479534;2
162429123;454479;2
162431493;473915;3
162432445;466098;3
162434845;463384;7
162439782;4252454;2
162448305;470554;2
162450085;451957;2
162489074;4252454;12
162491079;459074;5
162491429;7499194;274
162498207;465427;5
162502480;470618;2
162538843;463951;5
162538852;463951;5
162547049;452561;5
162553559;5682161;2
162553831;453331;2
162553847;453331;3
162553883;453331;2
162558798;450988;2
162561187;471480;2
162566376;457042;2
162566713;492296;5
162567572;451773;2
162580943;465447;8
162582653;450918;2
162583920;1167773;2
162588088;7495898;2
162588323;465660;3
162593120;458880;12
162595405;7777305;7
162606478;473915;3
162606724;4252454;7
162608945;458880;2
162609040;457369;25
162611925;458053;25
162629501;455821;18
162629508;455821;8
162638178;453647;5
162643488;462946;15
162643926;7777305;2
162645858;470618;5
162647235;470712;2
162652045;460930;3
162657499;5103681;2
162679819;612641;12
162716122;470963;31
162720893;455648;56
162728072;493640;17
162742220;4911800;2
162757282;471484;2
162764115;458114;8
162774826;493640;3
162778859;468092;3
162781685;1379565;2
162811640;455821;2
162825228;454479;2
162842442;2118283;2
162845307;485169;3
162849176;514693;8
162863667;2321552;2
162880046;453522;12
162894668;463951;12
162902662;516480;2
162912245;4911800;18
162933507;455821;2
162937911;463657;3
162938750;452801;2
162954712;460930;2
162955509;454430;3
162966359;461197;3
162966896;1022733;2
163012537;457501;7
163030277;459955;2
163034781;464249;2
163038771;7029142;2
163042411;461197;8
163047498;491467;7
163067126;460083;2
163074952;461888;211
163083113;468092;7
163096937;456218;5
163136902;465449;3
163141711;457125;3
163144385;817316;5
163144570;451570;5
163145742;462729;46
163153858;455247;2
163156123;461956;2
163161603;458674;2
163163727;457125;2
163163738;457125;3
163164077;1736807;25
163166531;1736807;5
163167571;1736807;12
163167785;1736807;2
163172874;463657;3
163173479;6307898;23
163175521;455522;25
163183676;462400;2
163201216;516480;3
163204076;464572;2
163205710;492296;2
163212844;7356644;30
163213053;2929902;30
163218573;451702;116
163230255;469891;76
163233894;462400;2
163240828;514693;2
163242209;458880;2
163257092;451913;2
163281835;455513;2
163283592;497974;13
163283599;497974;2
163283601;497974;3
163283603;497974;3
163286460;817316;76
163286730;2363783;2
163332690;459615;5
163347161;4252454;17
163352476;489112;2
163370139;452236;17
163371103;450918;2
163374945;1736807;17
163379280;456499;41
163384463;462400;3
163387047;4209868;18
163387338;463951;2
163402319;458406;2
163409217;457612;2
163410454;814944;2
163413264;460134;2
163418214;451260;2
163418859;461197;2
163418860;461197;2
163421804;458980;3
163433807;6307898;2
163433866;6307898;3
163433873;6307898;2
163436429;473855;2
163445825;5978599;7
163447927;468231;3
163460257;458731;18
163463012;7198590;2
163468057;5103681;2
163471459;493483;2
163473360;471201;2
163473371;471201;3
163473380;471201;2
163473383;471201;7
163473387;471201;3
163478982;458880;7
163495549;457042;2
163501272;455513;3
163513923;6883784;35
163516154;2651816;12
163519249;462119;17
163531945;455247;12
163533966;461197;5
163548225;515427;2
163548369;453456;2
163550015;465980;5
163556300;461419;2
163559407;471086;2
163562773;477703;2
163571780;7497295;3
163571854;3482134;5
163573664;7499194;5
163581241;456218;7
163587685;471610;12
163588032;456218;2
163588920;1660020;2
163590070;461888;10
163594782;456856;3
163613960;463951;2
163619615;451702;15
163619618;451702;12
163619619;451702;2
163637426;452801;2
163640661;451957;5
163646048;461799;3
163656098;2363783;2
163666502;457501;2
163674081;481494;2
163675699;455247;3
163676741;454360;5
163682029;477703;21
163690959;471480;3
163696538;460586;2
163705479;455821;2
163712594;453559;3
163718408;7764331;7
163719965;817316;2
163735738;458090;33
163737816;7285138;15
163744639;454860;3
163747902;474288;10
163756409;451558;8
163758946;455821;3
163758948;455821;2
163760861;492296;2
163760862;492296;7
163763190;462106;2
163764894;6307898;2
163767454;455522;7
163767456;455522;5
163772329;458049;28
163777363;4209868;3
163778256;476123;5
163782258;451219;2
163783076;459615;2
163794597;459615;2
163797459;457771;2
163801781;455247;7
163814133;491467;3
163857200;464318;2
163858647;474288;3
163866542;458880;3
163882938;455002;5
163891426;457011;2
163907777;451200;2
163912633;456389;5
163912948;1736807;18
163916842;468231;12
163922972;461197;2
163926726;475324;2
163933861;5103681;2
163937927;455522;5
163938035;450918;2
163945083;451702;5
164011661;1413654;18
164015973;462184;7
164022373;5389116;5
164030881;6217862;5
164031691;464623;2
164032166;7991437;2
164034479;5682161;2
164045170;461197;2
164045171;461197;5
164053263;468598;68
164053870;453559;5
164059236;455781;7
164066392;471949;3
164094273;721631;2
164101225;453945;2
164107855;492296;2
164112537;474288;21
164124362;463657;2
164127050;452801;2
164127551;453647;3
164129144;451200;2
164133744;470963;2
164134075;454479;17
164137318;462100;5
164148630;464623;2
164151086;464318;2
164162592;458406;2
164165478;454851;5
164180060;463657;3
164180065;463657;2
164202338;455821;5
164213069;509019;3
164217220;464249;25
164221053;462182;2
164226468;496074;2
164231623;3547962;2
164231626;3547962;8
164231634;3547962;2
164231896;458114;2
164233397;6307898;17
164236007;474077;3
164242282;461799;5
164243415;464318;68
164244468;466419;12
164244473;466419;5
164244502;466419;2
164246944;464910;12
164248852;817316;5
164251911;471026;5
164251932;471026;5
164257761;471910;18
164261672;7991437;2
164264485;497974;2
164272696;470420;5
164274707;484785;5
164307430;458053;12
164315836;452099;2
164317015;465980;2
164317016;465980;3
164340229;462989;5
164341515;456219;2
164348174;455821;2
164348365;455821;2
164348366;455821;2
164348423;455821;2
164354842;472413;2
164360814;817316;79
164363368;464625;2
164380002;471575;3
164386872;1768706;3
164390724;453611;2
164398775;451957;2
164406136;461799;2
164406137;461799;2
164411620;465983;2
164420585;508804;12
164424293;455247;2
164427351;465449;7
164429378;465449;3
164434029;471521;3
164434041;471521;7
164436826;476123;5
164437410;458880;2
164440908;2118283;5
164452080;470712;10
164485396;464910;3
164485500;6991230;3
164485509;6991230;2
164485515;6991230;3
164485544;6991230;8
164492679;470420;2
164504791;473742;3
164505555;472413;3
164508572;459615;2
164511986;486577;7
164513571;7285138;7
164517410;461817;2
164517413;461817;3
164518925;451618;3
164518942;451618;10
164529940;456407;3
164537891;452842;2
164538068;515732;2
164540747;506896;2
164542805;451652;12
164550656;458053;13
164568076;457612;5
164570848;465447;2
164585520;453884;5
164587880;456219;3
164587886;456219;15
164588498;451702;5
164596320;466419;3
164598671;471480;2
164599992;456218;2
164600257;466476;2
164608215;470963;2
164610237;477060;3
164612482;455821;2
164612602;455821;2
164612948;458731;5
164623912;465449;12
164630379;468598;7
164637855;463657;5
164639693;470866;3
164640371;453559;2
164653673;461799;2
164653762;460930;2
